7 December 2019,AFC Bournemouth,0.0 Asian Card Handicap,Premier League
14 December 2019,Watford,0.0 Asian Card Handicap,Premier League
21 December 2019,Manchester City,0.0 Asian Card Handicap,Premier League
29 December 2019,Wolverhampton Wanderers,0.0 Asian Card Handicap,Premier League
28 December 2019,West Ham United,0.0 Asian Card Handicap,Premier League
22 December 2019,Milan,0.0 Asian Card Handicap,Serie A
8 December 2019,Real Betis,0.0 Asian Card Handicap,La Liga
8 December 2019,Getafe,0.0 Asian Card Handicap,La Liga
8 December 2019,Leganes,0.0 Asian Card Handicap,La Liga
6 December 2019,Atletico Madrid,0.0 Asian Card Handicap,La Liga
8 December 2019,Real Valladolid,0.0 Asian Card Handicap,La Liga
15 December 2019,Real Betis,0.0 Asian Card Handicap,La Liga
14 December 2019,Barcelona,0.0 Asian Card Handicap,La Liga
15 December 2019,Sevilla,0.0 Asian Card Handicap,La Liga
22 December 2019,Osasuna,0.0 Asian Card Handicap,La Liga
21 December 2019,Getafe,0.0 Asian Card Handicap,La Liga
7 December 2019,Fortuna Dusseldorf,0.0 Asian Card Handicap,Bundesliga
8 December 2019,Köln,0.0 Asian Card Handicap,Bundesliga
14 December 2019,Köln,0.0 Asian Card Handicap,Bundesliga
14 December 2019,Monaco,0.0 Asian Card Handicap,Ligue 1
14 December 2019,Olympique Marseille,0.0 Asian Card Handicap,Ligue 1
14 December 2019,Amiens SC,0.0 Asian Card Handicap,Ligue 1
14 December 2019,Nice,0.0 Asian Card Handicap,Ligue 1
