29 December 2019,Millwall vs Brentford,Over 0.5/1.0 FH Goal Line,Championship
29 December 2019,Millwall vs Brentford,Under 4 Match Cards,Championship
29 December 2019,Millwall vs Brentford,Under 5 Match Cards,Championship
29 December 2019,Queens Park Rangers vs Hull City,Over 0.5/1.0 FH Goal Line,Championship
29 December 2019,Queens Park Rangers vs Hull City,Goal In Each Half,Championship
29 December 2019,Queens Park Rangers vs Hull City,Under 5 Match Cards,Championship
29 December 2019,Sheffield Wednesday vs Cardiff City,Under 5 Match Cards,Championship
21 December 2019,Macclesfield Town vs Plymouth Argyle,Under 1.5 SH Goals,League Two
21 December 2019,Mansfield Town vs Northampton Town,Over 1.0 FH Goal Line,League Two
21 December 2019,Stevenage vs Crewe Alexandra,Under 1.5 SH Goals,League Two
21 December 2019,Stevenage vs Crewe Alexandra,Under 5 Match Cards,League Two
26 December 2019,Cheltenham Town vs Plymouth Argyle,Over 0.5/1.0 FH Goal Line,League Two
26 December 2019,Cheltenham Town vs Plymouth Argyle,Under 1.5 SH Goals,League Two
26 December 2019,Crawley Town vs Northampton Town,Under 4 Match Cards,League Two
26 December 2019,Crawley Town vs Northampton Town,Under 5 Match Cards,League Two
26 December 2019,Macclesfield Town vs Grimsby Town,Under 1.5 SH Goals,League Two
26 December 2019,Salford City vs Crewe Alexandra,Under 1.5 SH Goals,League Two
26 December 2019,Salford City vs Crewe Alexandra,Under 5 Match Cards,League Two
29 December 2019,Newport County vs Leyton Orient,Under 1.5 SH Goals,League Two
29 December 2019,Plymouth Argyle vs Stevenage,Under 1.5 SH Goals,League Two
29 December 2019,Port Vale vs Swindon Town,Under 5 Match Cards,League Two
29 December 2019,Walsall vs Carlisle United,Under 5 Match Cards,League Two
21 December 2019,Bromley vs Eastleigh,BTTS Yes,National League
21 December 2019,Ebbsfleet United vs Woking,Over 1.0 FH Goal Line,National League
21 December 2019,Maidenhead United vs Barnet,Under 5 Match Cards,National League
21 December 2019,Solihull Moors vs Barrow,Over 1.0 FH Goal Line,National League
21 December 2019,Torquay United vs Chesterfield,BTTS Yes,National League
21 December 2019,Torquay United vs Chesterfield,Over 2.5 Goals,National League
26 December 2019,Barnet vs Boreham Wood,Over 0.5/1.0 FH Goal Line,National League
26 December 2019,Barrow vs Fylde,Over 0.5/1.0 FH Goal Line,National League
26 December 2019,Barrow vs Fylde,Under 5 Match Cards,National League
26 December 2019,Harrogate Town vs Hartlepool United,BTTS Yes,National League
26 December 2019,Harrogate Town vs Hartlepool United,Over 2.5 Goals,National League
26 December 2019,Harrogate Town vs Hartlepool United,Over 1.0 FH Goal Line,National League
26 December 2019,Wrexham vs Chorley,Over 1.0 FH Goal Line,National League
28 December 2019,Fylde vs Stockport County,Under 4 Match Cards,National League
28 December 2019,Fylde vs Stockport County,Under 5 Match Cards,National League
28 December 2019,Aldershot Town vs Barnet,Over 1.0 FH Goal Line,National League
28 December 2019,Maidenhead United vs Wrexham,Under 5 Match Cards,National League
28 December 2019,Solihull Moors vs Notts County,Over 1.0 FH Goal Line,National League
26 December 2019,King's Lynn Town vs Boston United,Over 2.5 Goals,National League CHANGE
28 December 2019,Gloucester City vs AFC Telford United,BTTS Yes,National League CHANGE
26 December 2019,Chelmsford City vs Braintree Town,Over 2.5 Goals,National League CHANGE
21 December 2019,Celtic vs Aberdeen,Under 5 Match Cards,Scotland Premier
21 December 2019,Hamilton Academical vs Hearts,Under 1.5 SH Goals,Scotland Premier
26 December 2019,Aberdeen vs Livingston,Under 5 Match Cards,Scotland Premier
26 December 2019,Hearts vs Hibernian,Over 0.5/1.0 FH Goal Line,Scotland Premier
26 December 2019,Ross County vs Motherwell,Over 1.0 FH Goal Line,Scotland Premier
26 December 2019,Ross County vs Motherwell,Goal In Each Half,Scotland Premier
26 December 2019,St. Mirren vs Celtic,Over 0.5/1.0 FH Goal Line,Scotland Premier
29 December 2019,Celtic vs Rangers,Over 0.5/1.0 FH Goal Line,Scotland Premier
29 December 2019,Celtic vs Rangers,Goal In Each Half,Scotland Premier
21 December 2019,Alloa Athletic vs Greenock Morton,Under 5 Match Cards,Scotland Championship
21 December 2019,Dundee United vs Ayr United,Over 1.0 FH Goal Line,Scotland Championship
21 December 2019,Queen of the South vs Arbroath,Over 0.5/1.0 FH Goal Line,Scotland Championship
28 December 2019,Ayr United vs Queen of the South,Under 5 Match Cards,Scotland Championship
27 December 2019,Dundee United vs Dundee,Over 0.5/1.0 FH Goal Line,Scotland Championship
28 December 2019,Inverness CT vs Arbroath,Over 0.5/1.0 FH Goal Line,Scotland Championship
28 December 2019,Greenock Morton vs Partick Thistle,BTTS Yes,Scotland Championship
28 December 2019,Greenock Morton vs Partick Thistle,Under 5 Match Cards,Scotland Championship
21 December 2019,Stranraer vs Forfar Athletic,Under 1.0 FH Goal Line,Scotland League One
21 December 2019,Stranraer vs Forfar Athletic,Under 5 Match Cards,Scotland League One
28 December 2019,Airdrieonians vs Falkirk,Over 0.5/1.0 FH Goal Line,Scotland League One
21 December 2019,Elgin City vs Brechin City,Over 3 Match Cards,Scotland League Two
28 December 2019,Brechin City vs Albion Rovers,Over 2.5 Goals,Scotland League Two
20 December 2019,Aberystwyth Town vs Barry Town United,Over 1.0 FH Goal Line,Wales
21 December 2019,Carmarthen Town vs Caernarfon Town,Over 1.0 FH Goal Line,Wales
26 December 2019,Carmarthen Town vs Penybont,Over 1.0 FH Goal Line,Wales
30 December 2019,Bala Town vs Caernarfon Town,Over 1.0 FH Goal Line,Wales
30 December 2019,Aberystwyth Town vs Newtown,Over 1.0 FH Goal Line,Wales
22 December 2019,Atalanta vs Milan,Over 3 Match Cards,Serie A
22 December 2019,Atalanta vs Milan,Over 4 Match Cards,Serie A
20 December 2019,Fiorentina vs Roma,Under 1.0 FH Goal Line,Serie A
20 December 2019,Fiorentina vs Roma,Over 3 Match Cards,Serie A
22 December 2019,Lecce vs Bologna,Over 3 Match Cards,Serie A
22 December 2019,Lecce vs Bologna,Over 4 Match Cards,Serie A
22 December 2019,Sassuolo vs Napoli,BTTS Yes,Serie A
22 December 2019,Sassuolo vs Napoli,Over 0.5/1.0 FH Goal Line,Serie A
22 December 2019,Sassuolo vs Napoli,Over 3 Match Cards,Serie A
22 December 2019,Sassuolo vs Napoli,Over 4 Match Cards,Serie A
21 December 2019,Torino vs SPAL,Over 3 Match Cards,Serie A
21 December 2019,Udinese vs Cagliari,Over 0.5/1.0 FH Goal Line,Serie A
21 December 2019,Benevento vs Frosinone,Under 2.5 Goals,Serie B
21 December 2019,Crotone vs Livorno,Over 3 Match Cards,Serie B
21 December 2019,Empoli vs Salernitana,Over 0.5/1.0 FH Goal Line,Serie B
21 December 2019,Juve Stabia vs Venezia,Over 0.5/1.0 FH Goal Line,Serie B
21 December 2019,Perugia vs Virtus Entella,Over 1.0 FH Goal Line,Serie B
22 December 2019,Pisa vs Cosenza,Over 1.0 FH Goal Line,Serie B
22 December 2019,Pisa vs Cosenza,Over 3 Match Cards,Serie B
22 December 2019,Pisa vs Cosenza,Over 4 Match Cards,Serie B
26 December 2019,Cosenza vs Empoli,Over 1.0 FH Goal Line,Serie B
26 December 2019,Cremonese vs Juve Stabia,Over 3 Match Cards,Serie B
26 December 2019,Cremonese vs Juve Stabia,Over 4 Match Cards,Serie B
26 December 2019,Salernitana vs Pordenone,Over 9 Match Corners,Serie B
26 December 2019,Venezia vs Cittadella,Under 2.5 Goals,Serie B
29 December 2019,Benevento vs Ascoli,Over 0.5/1.0 FH Goal Line,Serie B
29 December 2019,Crotone vs Trapani,Over 0.5/1.0 FH Goal Line,Serie B
29 December 2019,Crotone vs Trapani,Over 9 Match Corners,Serie B
29 December 2019,Juve Stabia vs Cosenza,Over 0.5/1.0 FH Goal Line,Serie B
29 December 2019,Juve Stabia vs Cosenza,Over 3 Match Cards,Serie B
29 December 2019,Juve Stabia vs Cosenza,Over 4 Match Cards,Serie B
29 December 2019,Perugia vs Venezia,Over 0.5/1.0 FH Goal Line,Serie B
29 December 2019,Spezia vs Salernitana,Over 3 Match Cards,Serie B
29 December 2019,Spezia vs Salernitana,Over 4 Match Cards,Serie B
22 December 2019,Leganes vs Espanyol,Over 3 Match Cards,La Liga
22 December 2019,Levante vs Celta Vigo,BTTS Yes,La Liga
22 December 2019,Levante vs Celta Vigo,Over 3 Match Cards,La Liga
22 December 2019,Levante vs Celta Vigo,Over 4 Match Cards,La Liga
21 December 2019,Mallorca vs Sevilla,Over 1.0 FH Goal Line,La Liga
21 December 2019,Villarreal vs Getafe,Under 1.0 FH Goal Line,La Liga
21 December 2019,Albacete vs Elche,Over 3 Match Cards,Spain Segunda
22 December 2019,Alcorcón vs Fuenlabrada,Over 3 Match Cards,Spain Segunda
22 December 2019,Almería vs Ponferradina,Over 3 Match Cards,Spain Segunda
22 December 2019,Girona vs Mirandés,Over 3 Match Cards,Spain Segunda
21 December 2019,Las Palmas vs Rayo Vallecano,Over 1.0 FH Goal Line,Spain Segunda
21 December 2019,Las Palmas vs Rayo Vallecano,Over 3 Match Cards,Spain Segunda
21 December 2019,Málaga vs Lugo,Over 3 Match Cards,Spain Segunda
21 December 2019,Racing Santander vs Real Oviedo,Over 0.5/1.0 FH Goal Line,Spain Segunda
21 December 2019,Racing Santander vs Real Oviedo,Goal In Each Half,Spain Segunda
21 December 2019,Racing Santander vs Real Oviedo,Over 3 Match Cards,Spain Segunda
21 December 2019,Sporting Gijón vs Extremadura UD,Over 3 Match Cards,Spain Segunda
21 December 2019,RB Leipzig vs Augsburg,Over 1.0 FH Goal Line,Bundesliga
20 December 2019,Hoffenheim vs Borussia Dortmund,Over 0.5/1.0 FH Goal Line,Bundesliga
22 December 2019,Fortuna Dusseldorf vs Union Berlin,Over 0.5/1.0 FH Goal Line,Bundesliga
21 December 2019,Mainz 05 vs Bayer Leverkusen,Over 3 Match Cards,Bundesliga
21 December 2019,Köln vs Werder Bremen,Over 0.5/1.0 FH Goal Line,Bundesliga
21 December 2019,Köln vs Werder Bremen,Goal In Each Half,Bundesliga
22 December 2019,Paderborn vs Eintracht Frankfurt,Over 10 Match Corners,Bundesliga
22 December 2019,Paderborn vs Eintracht Frankfurt,Over 9 Match Corners,Bundesliga
21 December 2019,Hannover 96 vs Stuttgart,Over 1.0 FH Goal Line,2. Bundesliga
20 December 2019,Nürnberg vs Dynamo Dresden,Over 0.5/1.0 FH Goal Line,2. Bundesliga
20 December 2019,Nürnberg vs Dynamo Dresden,Under 11 Match Corners,2. Bundesliga
22 December 2019,Heidenheim vs Osnabrück,Under 5 Match Cards,2. Bundesliga
21 December 2019,Darmstadt 98 vs Hamburger SV,BTTS Yes,2. Bundesliga
22 December 2019,Bochum vs Jahn Regensburg,Over 0.5/1.0 FH Goal Line,2. Bundesliga
22 December 2019,Sandhausen vs Holstein Kiel,BTTS Yes,2. Bundesliga
22 December 2019,Sandhausen vs Holstein Kiel,Over 1.0 FH Goal Line,2. Bundesliga
20 December 2019,Karlsruher SC vs Wehen Wiesbaden,Over 0.5/1.0 FH Goal Line,2. Bundesliga
22 December 2019,Ingolstadt vs Carl Zeiss Jena,Over 1.0 FH Goal Line,3. Liga
22 December 2019,Ingolstadt vs Carl Zeiss Jena,Goal In Each Half,3. Liga
21 December 2019,Preußen Münster vs 1860 München,BTTS Yes,3. Liga
21 December 2019,Preußen Münster vs 1860 München,Over 0.5/1.0 FH Goal Line,3. Liga
21 December 2019,Preußen Münster vs 1860 München,Goal In Each Half,3. Liga
21 December 2019,Zwickau vs Meppen,Over 0.5/1.0 FH Goal Line,3. Liga
21 December 2019,Dijon vs Metz,Under 1.5 SH Goals,Ligue 1
21 December 2019,Nantes vs Angers SCO,Under 5 Match Cards,Ligue 1
21 December 2019,Nice vs Toulouse,Over 1.0 FH Goal Line,Ligue 1
21 December 2019,PSG vs Amiens SC,Over 1.0 FH Goal Line,Ligue 1
20 December 2019,Grenoble Foot 38 vs Rodez,Under 1.0 FH Goal Line,Ligue 2
21 December 2019,Troyes vs Ajaccio,Under 1.5 SH Goals,Ligue 2
20 December 2019,Auxerre vs Nancy,Under 2.5 Goals,Ligue 2
20 December 2019,Gazélec Ajaccio vs Concarneau,Under 2.5 Goals,National 1
20 December 2019,Gazélec Ajaccio vs Concarneau,Under 1.5 SH Goals,National 1
20 December 2019,Le Puy Foot vs Villefranche,Over 3 Match Cards,National 1
20 December 2019,Quevilly Rouen vs Toulon,Over 0.5/1.0 FH Goal Line,National 1
20 December 2019,Cholet vs Dunkerque,Over 0.5/1.0 FH Goal Line,National 1
22 December 2019,UD Oliveirense vs Academico Viseu,Over 3 Match Cards,Segunda Liga
28 December 2019,Académica vs UD Oliveirense,Over 3 Match Cards,Segunda Liga
21 December 2019,Willem II vs Fortuna Sittard,Over 1.0 FH Goal Line,Eredivisie
22 December 2019,Ajax vs ADO Den Haag,Over 1.0 FH Goal Line,Eredivisie
22 December 2019,Groningen vs Emmen,Under 1.5 SH Goals,Eredivisie
22 December 2019,Telstar vs AZ II,Over 0.5/1.0 FH Goal Line,Eerste Divisie
20 December 2019,Volendam vs De Graafschap,BTTS Yes,Eerste Divisie
21 December 2019,NAC Breda vs Dordrecht,Over 0.5/1.0 FH Goal Line,Eerste Divisie
21 December 2019,NAC Breda vs Dordrecht,Under 5 Match Cards,Eerste Divisie
20 December 2019,Eindhoven vs NEC,Over 1.5 SH Goals,Eerste Divisie
20 December 2019,Eindhoven vs NEC,Over 9 Match Corners,Eerste Divisie
22 December 2019,Excelsior vs Cambuur,Under 5 Match Cards,Eerste Divisie
20 December 2019,Ajax II vs TOP Oss,Over 1.0 FH Goal Line,Eerste Divisie
20 December 2019,Ajax II vs TOP Oss,Under 5 Match Cards,Eerste Divisie
20 December 2019,Utrecht II vs Go Ahead Eagles,BTTS Yes,Eerste Divisie
22 December 2019,Gent vs Club Brugge,Over 0.5/1.0 FH Goal Line,Belgium Pro
21 December 2019,Royal Excel Mouscron vs Sporting Charleroi,Under 5 Match Cards,Belgium Pro
21 December 2019,AS Eupen vs Kortrijk,Under 1.0 FH Goal Line,Belgium Pro
21 December 2019,Cercle Brugge vs Zulte-Waregem,Over 0.5/1.0 FH Goal Line,Belgium Pro
21 December 2019,Waasland-Beveren vs Standard Liège,Over 0.5/1.0 FH Goal Line,Belgium Pro
21 December 2019,Waasland-Beveren vs Standard Liège,Goal In Each Half,Belgium Pro
26 December 2019,Club Brugge vs Zulte-Waregem,Over 0.5/1.0 FH Goal Line,Belgium Pro
26 December 2019,Standard Liège vs Gent,Over 0.5/1.0 FH Goal Line,Belgium Pro
26 December 2019,Standard Liège vs Gent,Goal In Each Half,Belgium Pro
26 December 2019,Royal Excel Mouscron vs Mechelen,Under 5 Match Cards,Belgium Pro
27 December 2019,Sporting Charleroi vs KV Oostende,Under 5 Match Cards,Belgium Pro
26 December 2019,Waasland-Beveren vs Sint-Truiden,Over 0.5/1.0 FH Goal Line,Belgium Pro
21 December 2019,Lechia Gdańsk vs Raków Częstochowa,Over 0.5/1.0 FH Goal Line,Ekstraklasa
21 December 2019,Göztepe vs Galatasaray,Over 3 Match Cards,Super-Lig
22 December 2019,Gençlerbirliği vs Sivasspor,Over 0.5/1.0 FH Goal Line,Super-Lig
22 December 2019,Fenerbahçe vs Beşiktaş,Over 3 Match Cards,Super-Lig
23 December 2019,Denizlispor vs Alanyaspor,Under 1.0 FH Goal Line,Super-Lig
29 December 2019,Sivasspor vs Göztepe,Over 3 Match Cards,Super-Lig
29 December 2019,Gaziantep FK vs Yeni Malatyaspor,Over 3 Match Cards,Super-Lig
29 December 2019,Rizespor vs Fenerbahçe,Over 3 Match Cards,Super-Lig
28 December 2019,Galatasaray vs Antalyaspor,Over 3 Match Cards,Super-Lig
21 December 2019,Asteras Tripolis vs Xanthi,Over 3 Match Cards,Hellas Liga
22 December 2019,Panaitolikos vs OFI,Over 3 Match Cards,Hellas Liga
22 December 2019,Panaitolikos vs OFI,Over 4 Match Cards,Hellas Liga
22 December 2019,Panaitolikos vs OFI,Under 11 Match Corners,Hellas Liga
22 December 2019,Sepsi vs Chindia Târgovişte,Over 3 Match Cards,Romania Liga
20 December 2019,Gaz Metan Mediaş vs Viitorul,Over 3 Match Cards,Romania Liga
21 December 2019,Hermannstadt vs Politehnica Iași,Over 3 Match Cards,Romania Liga
21 December 2019,Hermannstadt vs Politehnica Iași,Over 4 Match Cards,Romania Liga
25 December 2019,Hapoel Tel Aviv vs Ashdod,Over 0.5/1.0 FH Goal Line,Isreal
25 December 2019,Hapoel Tel Aviv vs Ashdod,Over 3 Match Cards,Isreal
24 December 2019,Hapoel Hadera vs Hapoel Be'er Sheva,Over 3 Match Cards,Isreal
24 December 2019,Hapoel Kfar Saba vs Ironi Kiryat Shmona,Over 3 Match Cards,Isreal
24 December 2019,Bnei Yehuda vs Maccabi Tel Aviv,Over 0.5/1.0 FH Goal Line,Isreal
29 December 2019,Maccabi Netanya vs Bnei Yehuda,Under 11 Match Corners,Isreal
28 December 2019,Ironi Kiryat Shmona vs Maccabi Haifa,Over 0.5/1.0 FH Goal Line,Isreal
28 December 2019,Ironi Kiryat Shmona vs Maccabi Haifa,Over 3 Match Cards,Isreal
30 December 2019,Hapoel Haifa vs Beitar Jerusalem,Over 0.5/1.0 FH Goal Line,Isreal
30 December 2019,Hapoel Haifa vs Beitar Jerusalem,Over 3 Match Cards,Isreal
28 December 2019,Hapoel Ra'anana vs Hapoel Hadera,Under 2.5 Goals,Isreal
28 December 2019,Hapoel Ra'anana vs Hapoel Hadera,Under 1.5 SH Goals,Isreal
28 December 2019,Hapoel Be'er Sheva vs Ashdod,Over 0.5/1.0 FH Goal Line,Isreal
28 December 2019,Hapoel Be'er Sheva vs Ashdod,Over 3 Match Cards,Isreal
27 December 2019,Adelaide United vs Western Sydney Wanderers,Under 1.0 FH Goal Line,A-League
28 December 2019,Western United vs Wellington Phoenix,Over 3 Match Cards,A-League
29 December 2019,Sydney vs Melbourne City,Over 1.0 FH Goal Line,A-League
